name,url,type,website
Estrogen And Progestin Combination (Ovarian Hormone Therapy) (Oral Route),https://www.mayoclinic.org//drugs-supplements/estrogen-and-progestin-combination-ovarian-hormone-therapy-oral-route/description/drg-20070172,drug,Mayo Clinic
Estrogen And Progestin Oral Contraceptives (Oral Route),https://www.mayoclinic.org//drugs-supplements/estrogen-and-progestin-oral-contraceptives-oral-route/description/drg-20069422,drug,Mayo Clinic
"Estrogen/Androgen Combination (Oral Route, Parenteral Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-androgen-combination-oral-route-parenteral-route/description/drg-20069917,drug,Mayo Clinic
Estropipate (Oral Route),https://www.mayoclinic.org//drugs-supplements/estropipate-oral-route/description/drg-20470018,drug,Mayo Clinic
Eszopiclone (Oral Route),https://www.mayoclinic.org//drugs-supplements/eszopiclone-oral-route/description/drg-20063743,drug,Mayo Clinic
Etanercept (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/etanercept-subcutaneous-route/description/drg-20066850,drug,Mayo Clinic
Etanercept-Szzs (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/etanercept-szzs-subcutaneous-route/description/drg-20310893,drug,Mayo Clinic
Etanercept-Ykro (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/etanercept-ykro-subcutaneous-route/description/drg-20463415,drug,Mayo Clinic
Etelcalcetide (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/etelcalcetide-intravenous-route/description/drg-20406033,drug,Mayo Clinic
Eteplirsen (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/eteplirsen-intravenous-route/description/drg-20312499,drug,Mayo Clinic
Ethacrynate Sodium (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/ethacrynate-sodium-intravenous-route/description/drg-20071246,drug,Mayo Clinic
Ethacrynic Acid (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethacrynic-acid-oral-route/description/drg-20071253,drug,Mayo Clinic
Ethambutol (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethambutol-oral-route/description/drg-20063728,drug,Mayo Clinic
Ethchlorvynol (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethchlorvynol-oral-route/description/drg-20063750,drug,Mayo Clinic
"Sodium Fluoride (Oral Route, Dental Route, Oromucosal Route)",https://www.mayoclinic.org//drugs-supplements/sodium-fluoride-oral-route-dental-route-oromucosal-route/description/drg-20066098,drug,Mayo Clinic
Ethinyl Estradiol And Ethynodiol Diacetate (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-ethynodiol-diacetate-oral-route/description/drg-20406425,drug,Mayo Clinic
Ethinyl Estradiol And Etonogestrel (Vaginal Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-etonogestrel-vaginal-route/description/drg-20061925,drug,Mayo Clinic
Ethinyl Estradiol And Norelgestromin (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-norelgestromin-transdermal-route/description/drg-20062923,drug,Mayo Clinic
Ethinyl Estradiol And Norethindrone (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-norethindrone-oral-route/description/drg-20061319,drug,Mayo Clinic
Ethinyl Estradiol And Norgestimate (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-norgestimate-oral-route/description/drg-20061380,drug,Mayo Clinic
Ethinyl Estradiol And Norgestrel (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-norgestrel-oral-route/description/drg-20406345,drug,Mayo Clinic
Ethiodized Oil (Injection Route),https://www.mayoclinic.org//drugs-supplements/ethiodized-oil-injection-route/description/drg-20095369,drug,Mayo Clinic
Ethiodized Oil (Injection Route),https://www.mayoclinic.org//drugs-supplements/ethiodized-oil-injection-route/description/drg-20095369,drug,Mayo Clinic
Ethionamide (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethionamide-oral-route/description/drg-20063736,drug,Mayo Clinic
Ethosuximide (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethosuximide-oral-route/description/drg-20072587,drug,Mayo Clinic
Ethotoin (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethotoin-oral-route/description/drg-20072667,drug,Mayo Clinic
Oxycodone (Oral Route),https://www.mayoclinic.org//drugs-supplements/oxycodone-oral-route/description/drg-20074193,drug,Mayo Clinic
"Anesthetic, General (Inhalation Route, Parenteral Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/anesthetic-general-inhalation-route-parenteral-route-rectal-route/description/drg-20069931,drug,Mayo Clinic
Amifostine (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/amifostine-intravenous-route/description/drg-20061637,drug,Mayo Clinic
Etanercept-Ykro (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/etanercept-ykro-subcutaneous-route/description/drg-20463415,drug,Mayo Clinic
Etanercept (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/etanercept-subcutaneous-route/description/drg-20066850,drug,Mayo Clinic
Etidronate (Oral Route),https://www.mayoclinic.org//drugs-supplements/etidronate-oral-route/description/drg-20068268,drug,Mayo Clinic
Etodolac (Oral Route),https://www.mayoclinic.org//drugs-supplements/etodolac-oral-route/description/drg-20069756,drug,Mayo Clinic
Etonogestrel (Intradermal Route),https://www.mayoclinic.org//drugs-supplements/etonogestrel-intradermal-route/description/drg-20069037,drug,Mayo Clinic
Etoposide (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/etoposide-intravenous-route/description/drg-20063769,drug,Mayo Clinic
Etoposide (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/etoposide-intravenous-route/description/drg-20063769,drug,Mayo Clinic
Etoposide (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/etoposide-intravenous-route/description/drg-20063769,drug,Mayo Clinic
Etoposide (Oral Route),https://www.mayoclinic.org//drugs-supplements/etoposide-oral-route/description/drg-20074443,drug,Mayo Clinic
Perphenazine And Amitriptyline (Oral Route),https://www.mayoclinic.org//drugs-supplements/perphenazine-and-amitriptyline-oral-route/description/drg-20062570,drug,Mayo Clinic
Etranacogene Dezaparvovec-Drlb (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/etranacogene-dezaparvovec-drlb-intravenous-route/description/drg-20542440,drug,Mayo Clinic
Etravirine (Oral Route),https://www.mayoclinic.org//drugs-supplements/etravirine-oral-route/description/drg-20071513,drug,Mayo Clinic
Crisaborole (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/crisaborole-topical-application-route/description/drg-20313098,drug,Mayo Clinic
Hyaluronate Sodium (Injection Route),https://www.mayoclinic.org//drugs-supplements/hyaluronate-sodium-injection-route/description/drg-20064194,drug,Mayo Clinic
Hyaluronic Acid (Injection Route),https://www.mayoclinic.org//drugs-supplements/hyaluronic-acid-injection-route/description/drg-20074557,drug,Mayo Clinic
"Glyburide, Micronized (Oral Route)",https://www.mayoclinic.org//drugs-supplements/glyburide-micronized-oral-route/description/drg-20477015,drug,Mayo Clinic
Glyburide (Oral Route),https://www.mayoclinic.org//drugs-supplements/glyburide-oral-route/description/drg-20072094,drug,Mayo Clinic
Flutamide (Oral Route),https://www.mayoclinic.org//drugs-supplements/flutamide-oral-route/description/drg-20072536,drug,Mayo Clinic
Crotamiton (Topical Route),https://www.mayoclinic.org//drugs-supplements/crotamiton-topical-route/description/drg-20063161,drug,Mayo Clinic
Liotrix (Oral Route),https://www.mayoclinic.org//drugs-supplements/liotrix-oral-route/description/drg-20069065,drug,Mayo Clinic
Laxative (Rectal Route),https://www.mayoclinic.org//drugs-supplements/laxative-rectal-route/description/drg-20070715,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
Estradiol (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-transdermal-route/description/drg-20075306,drug,Mayo Clinic
"Fibrinogen And Thrombin, Human (Topical Application Route)",https://www.mayoclinic.org//drugs-supplements/fibrinogen-and-thrombin-human-topical-application-route/description/drg-20146758,drug,Mayo Clinic
Amphetamine (Oral Route),https://www.mayoclinic.org//drugs-supplements/amphetamine-oral-route/description/drg-20150941,drug,Mayo Clinic
Amphetamine (Oral Route),https://www.mayoclinic.org//drugs-supplements/amphetamine-oral-route/description/drg-20150941,drug,Mayo Clinic
Romosozumab-Aqqg (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/romosozumab-aqqg-subcutaneous-route/description/drg-20461345,drug,Mayo Clinic
Everolimus (Oral Route),https://www.mayoclinic.org//drugs-supplements/everolimus-oral-route/description/drg-20072842,drug,Mayo Clinic
Evinacumab-Dgnb (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/evinacumab-dgnb-intravenous-route/description/drg-20509605,drug,Mayo Clinic
Raloxifene (Oral Route),https://www.mayoclinic.org//drugs-supplements/raloxifene-oral-route/description/drg-20065760,drug,Mayo Clinic
Evinacumab-Dgnb (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/evinacumab-dgnb-intravenous-route/description/drg-20509605,drug,Mayo Clinic
Clindamycin (Topical Route),https://www.mayoclinic.org//drugs-supplements/clindamycin-topical-route/description/drg-20063064,drug,Mayo Clinic
Evolocumab (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/evolocumab-subcutaneous-route/description/drg-20152627,drug,Mayo Clinic
Atazanavir And Cobicistat (Oral Route),https://www.mayoclinic.org//drugs-supplements/atazanavir-and-cobicistat-oral-route/description/drg-20137729,drug,Mayo Clinic
Cevimeline (Oral Route),https://www.mayoclinic.org//drugs-supplements/cevimeline-oral-route/description/drg-20062661,drug,Mayo Clinic
Risdiplam (Oral Route),https://www.mayoclinic.org//drugs-supplements/risdiplam-oral-route/description/drg-20492099,drug,Mayo Clinic
Naloxone (Injection Route),https://www.mayoclinic.org//drugs-supplements/naloxone-injection-route/description/drg-20095285,drug,Mayo Clinic
"Antihistamine (Oral Route, Parenteral Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/antihistamine-oral-route-parenteral-route-rectal-route/description/drg-20070373,drug,Mayo Clinic
"Salicylate (Oral Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/salicylate-oral-route-rectal-route/description/drg-20070551,drug,Mayo Clinic
"Salicylate (Oral Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/salicylate-oral-route-rectal-route/description/drg-20070551,drug,Mayo Clinic
"Antihistamine (Oral Route, Parenteral Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/antihistamine-oral-route-parenteral-route-rectal-route/description/drg-20070373,drug,Mayo Clinic
"Anesthetic, Local (Topical Application Route)",https://www.mayoclinic.org//drugs-supplements/anesthetic-local-topical-application-route/description/drg-20070024,drug,Mayo Clinic
Hydromorphone (Oral Route),https://www.mayoclinic.org//drugs-supplements/hydromorphone-oral-route/description/drg-20074171,drug,Mayo Clinic
Guaifenesin And Hydrocodone (Oral Route),https://www.mayoclinic.org//drugs-supplements/guaifenesin-and-hydrocodone-oral-route/description/drg-20127702,drug,Mayo Clinic
Guaifenesin And Hydrocodone (Oral Route),https://www.mayoclinic.org//drugs-supplements/guaifenesin-and-hydrocodone-oral-route/description/drg-20127702,drug,Mayo Clinic
Sulconazole (Topical Route),https://www.mayoclinic.org//drugs-supplements/sulconazole-topical-route/description/drg-20066112,drug,Mayo Clinic
Rivastigmine (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/rivastigmine-transdermal-route/description/drg-20071170,drug,Mayo Clinic
Rivastigmine (Oral Route),https://www.mayoclinic.org//drugs-supplements/rivastigmine-oral-route/description/drg-20065860,drug,Mayo Clinic
"Antimyasthenic (Oral Route, Parenteral Route)",https://www.mayoclinic.org//drugs-supplements/antimyasthenic-oral-route-parenteral-route/description/drg-20069280,drug,Mayo Clinic
Exemestane (Oral Route),https://www.mayoclinic.org//drugs-supplements/exemestane-oral-route/description/drg-20063757,drug,Mayo Clinic
Exenatide (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/exenatide-subcutaneous-route/description/drg-20068401,drug,Mayo Clinic
Amlodipine And Valsartan (Oral Route),https://www.mayoclinic.org//drugs-supplements/amlodipine-and-valsartan-oral-route/description/drg-20071029,drug,Mayo Clinic
"Amlodipine, Valsartan, And Hydrochlorothiazide (Oral Route)",https://www.mayoclinic.org//drugs-supplements/amlodipine-valsartan-and-hydrochlorothiazide-oral-route/description/drg-20072966,drug,Mayo Clinic
Deferasirox (Oral Route),https://www.mayoclinic.org//drugs-supplements/deferasirox-oral-route/description/drg-20070776,drug,Mayo Clinic
Mobocertinib (Oral Route),https://www.mayoclinic.org//drugs-supplements/mobocertinib-oral-route/description/drg-20521770,drug,Mayo Clinic
Eteplirsen (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/eteplirsen-intravenous-route/description/drg-20312499,drug,Mayo Clinic
Bupivacaine Liposome (Injection Route),https://www.mayoclinic.org//drugs-supplements/bupivacaine-liposome-injection-route/description/drg-20075313,drug,Mayo Clinic
Riluzole (Oral Route),https://www.mayoclinic.org//drugs-supplements/riluzole-oral-route/description/drg-20065853,drug,Mayo Clinic
Interferon Beta-1b (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/interferon-beta-1b-subcutaneous-route/description/drg-20064319,drug,Mayo Clinic
Guaifenesin And Hydrocodone (Oral Route),https://www.mayoclinic.org//drugs-supplements/guaifenesin-and-hydrocodone-oral-route/description/drg-20127702,drug,Mayo Clinic
"Antihistamine, Decongestant, And Anticholinergic Combination (Oral Route)",https://www.mayoclinic.org//drugs-supplements/antihistamine-decongestant-and-anticholinergic-combination-oral-route/description/drg-20069979,drug,Mayo Clinic
"Antihistamine, Decongestant, And Anticholinergic Combination (Oral Route)",https://www.mayoclinic.org//drugs-supplements/antihistamine-decongestant-and-anticholinergic-combination-oral-route/description/drg-20069979,drug,Mayo Clinic
Ketoconazole (Topical Route),https://www.mayoclinic.org//drugs-supplements/ketoconazole-topical-route/description/drg-20067739,drug,Mayo Clinic
Decongestant And Analgesic Combinations (Oral Route),https://www.mayoclinic.org//drugs-supplements/decongestant-and-analgesic-combinations-oral-route/description/drg-20070131,drug,Mayo Clinic
"Antihistamine, Decongestant, And Analgesic Combination (Oral Route)",https://www.mayoclinic.org//drugs-supplements/antihistamine-decongestant-and-analgesic-combination-oral-route/description/drg-20069904,drug,Mayo Clinic
Decongestant And Analgesic Combinations (Oral Route),https://www.mayoclinic.org//drugs-supplements/decongestant-and-analgesic-combinations-oral-route/description/drg-20070131,drug,Mayo Clinic
Decongestant And Analgesic Combinations (Oral Route),https://www.mayoclinic.org//drugs-supplements/decongestant-and-analgesic-combinations-oral-route/description/drg-20070131,drug,Mayo Clinic
Decongestant And Analgesic Combinations (Oral Route),https://www.mayoclinic.org//drugs-supplements/decongestant-and-analgesic-combinations-oral-route/description/drg-20070131,drug,Mayo Clinic
"Antihistamine, Decongestant, And Analgesic Combination (Oral Route)",https://www.mayoclinic.org//drugs-supplements/antihistamine-decongestant-and-analgesic-combination-oral-route/description/drg-20069904,drug,Mayo Clinic
